,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
25,Dalano Banton,TOR,F,22,27,12.7,26.4,16.8,20.2,24,0.75,76,0.5,20,0.3,0.49,0.526,4.1,2.3,9.9,1.8,20.0,0.41,0.19,1.0,8.1,104.6,102.0
26,Harrison Barnes,SAC,F,29,24,33.3,69.4,20.5,11.9,142,0.845,166,0.512,113,0.381,0.536,0.614,17.5,6.6,10.3,2.4,10.3,0.92,0.13,1.92,7.8,119.2,111.8
27,Scottie Barnes,TOR,F,20,26,36.2,75.3,19.0,11.8,77,0.727,275,0.513,57,0.368,0.52,0.548,15.4,8.3,12.4,3.3,13.9,1.12,1.0,1.88,8.3,114.5,105.3
28,RJ Barrett,NYK,F-G,21,25,31.4,65.4,23.2,10.2,86,0.733,200,0.435,133,0.353,0.473,0.51,15.1,5.6,9.6,2.1,10.8,0.44,0.28,1.68,7.2,101.5,108.1
29,Will Barton,DEN,G,30,24,33.2,69.2,22.2,10.9,35,0.743,179,0.497,157,0.382,0.533,0.546,16.0,5.0,8.4,4.2,19.4,0.88,0.42,1.79,8.4,106.8,109.6
30,Charles Bassey,PHI,C-F,21,12,9.0,18.8,16.0,10.5,9,0.667,27,0.741,3,0.0,0.667,0.677,3.8,3.3,19.9,0.2,3.0,0.17,1.0,0.33,6.0,132.6,93.8
31,Keita Bates-Diop,SAS,F,25,21,14.4,30.1,13.4,17.9,18,0.667,55,0.527,15,0.2,0.479,0.507,3.8,3.5,12.7,0.5,4.6,0.48,0.29,0.81,5.2,97.0,106.2
32,Nicolas Batum,LAC,G-F,33,15,26.7,55.6,12.4,10.6,10,0.5,23,0.783,74,0.432,0.68,0.676,9.1,5.2,10.2,1.5,7.9,1.13,0.8,0.8,6.2,123.6,103.3
33,Kent Bazemore,LAL,G-F,32,20,18.5,38.5,11.7,7.9,13,0.769,42,0.333,45,0.311,0.402,0.431,4.0,1.9,5.3,0.8,5.6,0.85,0.25,0.4,3.9,91.9,100.2
34,Darius Bazley,OKC,F-G,21,27,27.4,57.1,17.0,13.0,46,0.63,137,0.438,96,0.281,0.431,0.454,8.5,6.3,11.7,1.3,7.4,0.89,1.15,1.41,6.0,88.8,108.5
35,Bradley Beal,WAS,G,28,26,36.0,75.1,31.0,13.7,114,0.825,367,0.515,144,0.271,0.484,0.525,22.7,4.7,7.1,5.8,28.4,0.85,0.31,3.42,9.5,102.1,108.4
36,Malik Beasley,MIN,G,25,28,25.6,53.4,19.1,6.1,23,0.739,82,0.415,217,0.341,0.485,0.497,11.0,3.2,6.5,1.6,9.3,0.57,0.18,0.71,6.0,104.1,110.9
37,DeAndre' Bembry,BKN,G-F,27,26,19.6,40.8,12.0,13.5,21,0.476,90,0.6,22,0.409,0.603,0.598,5.6,3.3,9.0,1.1,8.0,0.88,0.5,0.73,5.6,113.2,97.7
38,Davis Bertans,WAS,F,29,19,16.5,34.5,17.4,5.7,23,0.913,21,0.476,84,0.298,0.452,0.504,6.1,1.8,5.9,0.5,4.5,0.37,0.16,0.37,4.3,101.7,104.0
39,Patrick Beverley,MIN,G,33,20,26.0,54.3,14.2,13.0,24,0.667,71,0.577,73,0.342,0.545,0.56,8.7,4.1,8.2,4.7,26.1,0.9,0.85,1.15,8.5,122.7,102.5
40,Saddiq Bey,DET,F,22,26,31.7,66.0,20.1,9.3,49,0.735,169,0.391,159,0.296,0.416,0.442,11.9,5.8,9.9,2.3,12.2,1.04,0.15,1.38,6.8,94.7,109.5
41,Khem Birch,TOR,C,29,15,23.0,47.8,12.9,8.7,33,0.727,74,0.541,6,0.0,0.5,0.55,6.9,5.7,13.3,1.3,8.1,1.0,0.47,0.6,6.5,127.6,106.0
42,Goga Bitadze,IND,C-F,22,17,8.4,17.4,19.5,9.5,17,0.647,25,0.44,25,0.16,0.34,0.391,2.6,2.4,15.5,0.2,2.9,0.53,0.59,0.35,5.1,92.7,89.1
43,Nemanja Bjelica,GSW,F,33,28,14.2,29.7,20.1,16.7,33,0.667,70,0.557,70,0.4,0.579,0.595,6.6,3.9,14.6,1.6,16.3,0.64,0.32,1.11,9.7,111.4,91.4
44,Eric Bledsoe,LAC,G,32,29,26.4,55.0,18.4,17.6,59,0.763,155,0.484,85,0.318,0.481,0.519,9.5,3.8,7.6,3.7,20.4,1.31,0.38,1.97,7.7,101.4,102.9
45,Keljin Blevins,POR,G,26,3,4.7,9.8,18.5,33.3,0,0.0,1,0.0,3,0.667,0.75,0.75,2.0,0.3,3.8,0.3,10.5,0.0,0.0,0.67,4.8,94.0,120.7
46,Bojan Bogdanovic,UTA,F,32,27,29.7,62.0,21.8,9.5,87,0.92,159,0.528,166,0.422,0.582,0.63,17.0,3.8,7.0,1.7,8.5,0.48,0.04,1.41,6.4,123.0,107.1
47,Bogdan Bogdanovic,ATL,G,29,20,28.2,58.7,17.3,8.1,14,0.786,89,0.517,110,0.391,0.555,0.565,11.6,3.6,6.8,2.5,12.4,0.65,0.2,0.9,6.7,113.8,109.0
48,Bol Bol,DEN,C-F,22,10,5.1,10.6,14.5,0.0,1,1.0,13,0.538,3,0.0,0.438,0.456,1.5,1.4,15.3,0.4,11.3,0.1,0.2,0.0,7.4,109.3,105.2
49,Leandro Bolmaro,MIN,F,21,17,9.2,19.2,11.4,20.9,9,0.889,20,0.35,10,0.1,0.283,0.368,1.5,1.8,10.4,0.5,7.6,0.29,0.0,0.53,4.8,86.4,102.4
50,Isaac Bonga,TOR,G,22,10,5.4,11.2,12.5,6.4,6,0.667,9,0.222,3,0.333,0.292,0.376,1.1,0.6,6.0,0.3,7.2,0.4,0.2,0.1,4.3,98.9,98.4
51,Devin Booker,PHX,G,25,21,32.2,67.1,31.5,11.6,91,0.857,269,0.483,124,0.403,0.522,0.563,23.2,4.9,7.8,4.5,22.9,0.9,0.24,2.71,9.9,107.9,101.4
52,Brandon Boston Jr.,LAC,G,20,16,12.7,26.4,21.4,11.1,21,0.857,44,0.432,35,0.343,0.468,0.521,5.8,1.6,6.5,0.4,5.2,0.63,0.19,0.69,4.9,96.6,101.3
53,Chris Boucher,TOR,F-C,28,26,15.6,32.5,21.6,8.3,43,0.721,102,0.569,66,0.212,0.47,0.506,7.3,4.5,15.4,0.3,3.0,0.42,0.88,0.65,5.5,107.3,100.7
54,James Bouknight,CHA,G,21,13,7.9,16.5,23.3,8.8,8,0.875,29,0.31,19,0.474,0.469,0.505,4.0,1.6,10.9,0.4,6.8,0.08,0.0,0.38,6.9,107.5,114.7
55,Avery Bradley,LAL,G,31,26,23.0,48.0,11.3,8.9,2,1.0,58,0.414,85,0.4,0.524,0.528,5.8,2.5,5.8,0.8,4.5,0.85,0.23,0.54,3.9,103.4,106.0
56,Tony Bradley,CHI,C-F,23,21,12.6,26.3,13.1,19.0,7,0.714,61,0.557,0,0.0,0.557,0.57,3.5,4.5,19.4,0.5,5.3,0.05,0.57,0.71,6.3,113.4,99.3
57,Ignas Brazdeikis,ORL,F,22,13,8.5,17.6,14.3,8.2,6,0.833,13,0.385,18,0.167,0.306,0.357,1.8,1.4,8.7,0.5,7.8,0.23,0.0,0.23,5.1,84.4,104.5
58,Miles Bridges,CHA,F,23,30,36.6,76.2,22.4,9.7,121,0.76,287,0.561,183,0.328,0.534,0.568,19.8,7.3,10.7,3.6,14.6,1.17,0.87,1.87,8.8,113.3,110.3
59,Mikal Bridges,PHX,F,25,27,34.6,72.1,13.1,7.4,32,0.875,162,0.605,86,0.407,0.607,0.628,12.2,3.9,5.8,1.8,7.0,1.44,0.52,0.78,5.1,123.4,102.7
60,Oshae Brissett,IND,F-G,23,19,15.5,32.3,15.7,15.1,11,0.273,42,0.548,43,0.372,0.553,0.54,5.1,3.1,11.0,0.5,4.8,0.58,0.21,0.84,5.1,99.0,104.1
61,Malcolm Brogdon,IND,G,29,25,35.3,73.6,24.6,11.7,115,0.861,241,0.531,147,0.313,0.508,0.562,19.7,5.5,8.6,6.2,27.6,0.92,0.44,2.32,9.9,115.3,107.0
62,Armoni Brooks,HOU,G,23,24,16.1,33.6,18.2,7.2,15,0.867,27,0.556,121,0.331,0.507,0.527,6.8,2.0,6.5,1.3,12.7,0.63,0.21,0.5,6.5,108.0,106.6
63,Dillon Brooks,MEM,G-F,25,15,27.8,57.9,29.7,10.5,60,0.883,163,0.46,74,0.324,0.468,0.522,18.3,3.5,6.8,2.9,16.4,1.2,0.13,2.07,8.2,104.6,101.5
64,Greg Brown III,POR,F,20,11,4.7,9.7,21.3,8.0,7,0.286,16,0.438,4,0.0,0.35,0.347,1.5,1.3,14.8,0.5,14.3,0.18,0.36,0.18,8.4,86.8,99.9
65,Troy Brown Jr.,CHI,G-F,22,18,12.8,26.6,16.5,8.1,14,0.714,43,0.512,30,0.267,0.466,0.493,4.3,2.5,10.7,0.8,9.2,0.33,0.06,0.39,6.4,103.5,104.6
66,Bruce Brown,BKN,G-F,25,24,22.5,46.8,14.4,9.0,17,0.765,129,0.496,25,0.32,0.494,0.511,6.9,4.3,10.1,1.1,7.1,1.25,0.42,0.67,5.7,108.1,97.5
67,Jaylen Brown,BOS,G-F,25,14,32.6,67.9,28.1,11.6,63,0.778,139,0.525,92,0.37,0.537,0.574,21.2,5.1,8.4,2.4,13.1,1.14,0.5,2.43,7.8,106.0,102.8
68,Moses Brown,DAL,C,22,14,6.3,13.2,20.6,14.7,29,0.69,22,0.636,0,0.0,0.636,0.69,3.4,2.1,17.7,0.0,0.0,0.21,0.43,0.43,0.0,127.9,91.5
69,Sterling Brown,DAL,G-F,26,20,12.8,26.6,13.6,18.0,4,1.0,22,0.5,40,0.275,0.444,0.463,3.0,3.2,13.5,0.8,8.2,0.45,0.1,0.7,6.2,93.1,99.5
70,Jalen Brunson,DAL,G,25,27,29.4,61.3,21.9,10.0,74,0.77,238,0.555,80,0.325,0.538,0.569,14.8,4.0,7.4,5.0,28.1,0.74,0.04,1.44,9.1,117.5,105.8
71,Reggie Bullock,DAL,G-F,30,27,23.9,49.8,12.4,8.9,11,0.727,41,0.585,117,0.274,0.456,0.467,5.6,2.7,6.1,0.9,5.0,0.3,0.11,0.59,4.0,92.8,107.3
72,Trey Burke,DAL,G,29,16,12.7,26.5,26.9,11.4,15,0.933,64,0.5,38,0.395,0.534,0.566,7.7,1.1,4.5,1.9,26.7,0.44,0.0,0.88,8.0,109.8,106.1
73,Alec Burks,NYK,G,30,27,25.8,53.8,18.7,7.1,80,0.825,107,0.393,133,0.398,0.506,0.561,11.4,3.7,7.7,2.1,12.9,1.19,0.3,0.78,6.9,116.8,104.7
74,Jared Butler,UTA,G,21,17,4.3,9.0,25.6,18.6,7,0.571,13,0.385,19,0.316,0.438,0.456,1.9,0.7,9.0,0.6,19.0,0.12,0.35,0.47,8.6,88.1,87.5
75,Jimmy Butler,MIA,F,32,18,33.7,70.2,27.4,9.4,149,0.852,242,0.55,31,0.194,0.52,0.607,22.8,5.8,9.7,5.2,26.6,2.17,0.28,1.94,10.5,125.9,103.9
76,Devontae Cacok,SAS,F,25,1,1.8,3.8,23.7,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,2.0,2.0,58.7,1.0,166.5,0.0,0.0,0.0,35.3,0.0,0.0
77,Kentavious Caldwell-Pope,WAS,G,28,29,29.1,60.6,17.2,10.5,38,0.895,123,0.455,150,0.387,0.524,0.552,11.0,3.6,6.8,1.7,8.4,1.28,0.38,1.17,5.6,105.7,106.9
78,Facundo Campazzo,DEN,G,30,27,20.3,42.2,14.7,15.6,28,0.857,49,0.469,90,0.356,0.511,0.549,6.1,1.8,5.0,3.1,20.7,0.96,0.33,1.04,6.4,111.3,103.9
79,Vlatko Cancar,DEN,F,24,8,7.3,15.2,16.6,13.9,6,0.833,11,0.182,5,0.8,0.5,0.563,2.6,1.1,8.6,0.8,14.1,0.25,0.13,0.38,7.2,110.1,104.0
80,Clint Capela,ATL,C,27,28,30.0,62.5,15.4,6.1,66,0.515,248,0.573,1,0.0,0.57,0.572,11.4,12.8,23.0,1.4,6.7,0.93,1.5,0.64,7.9,128.9,101.7
81,Vernon Carey Jr.,CHA,F-C,20,2,6.0,12.4,26.6,13.4,1,1.0,6,0.5,0,0.0,0.5,0.543,3.5,1.5,13.5,0.0,0.0,0.5,0.0,0.5,0.0,105.6,108.7
82,Wendell Carter Jr.,ORL,C-F,22,29,29.4,61.3,18.1,12.0,62,0.71,177,0.605,112,0.348,0.573,0.593,12.9,10.1,18.3,2.6,14.5,0.66,0.62,1.48,9.5,117.1,103.8
83,Jevon Carter,BKN,G,26,27,11.7,24.5,12.2,12.4,4,0.75,17,0.176,59,0.305,0.395,0.405,2.3,1.5,6.7,1.1,11.8,0.33,0.26,0.41,5.3,88.6,101.2
84,Alex Caruso,CHI,G,27,24,28.6,59.5,13.4,17.2,49,0.857,80,0.525,72,0.347,0.523,0.579,8.4,3.6,7.0,4.1,19.4,2.17,0.38,1.5,7.0,116.8,99.7
85,Willie Cauley-Stein,DAL,C,28,18,9.8,20.5,10.8,16.3,2,0.5,33,0.455,2,0.5,0.471,0.474,1.9,2.1,11.6,0.5,7.1,0.33,0.17,0.39,5.1,101.7,100.8
86,Justin Champagnie,TOR,G-F,20,14,6.7,14.0,13.7,0.0,7,1.0,20,0.6,7,0.0,0.444,0.515,2.2,1.4,10.9,0.1,1.5,0.07,0.14,0.0,4.0,128.1,104.6
87,Chris Chiozza,GSW,G,26,11,11.2,23.4,13.8,22.8,1,1.0,8,0.25,22,0.409,0.517,0.526,2.9,1.5,7.0,1.6,19.3,0.45,0.0,0.82,6.8,104.4,93.4
88,Josh Christopher,HOU,G,20,20,11.1,23.1,21.1,18.1,19,0.684,53,0.509,29,0.414,0.549,0.57,5.2,1.4,6.5,1.2,16.8,0.6,0.05,1.0,7.4,103.4,108.0
89,Brandon Clarke,MEM,F,25,19,16.0,33.3,17.3,6.4,27,0.667,94,0.67,11,0.091,0.614,0.629,7.7,4.4,14.6,1.4,13.1,0.37,0.84,0.42,9.0,134.1,102.5
90,Gary Clark,NOP,F,27,1,2.7,5.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Jordan Clarkson,UTA,G,29,27,25.0,52.1,27.9,7.4,50,0.82,142,0.507,236,0.305,0.476,0.501,14.9,3.1,6.9,2.1,12.9,0.63,0.22,1.19,7.4,105.1,104.6
92,Nic Claxton,BKN,F-C,22,10,18.2,38.0,13.9,12.1,16,0.5,44,0.614,0,0.0,0.614,0.607,6.2,4.8,14.0,0.5,4.0,0.2,0.8,0.7,5.4,116.7,98.4
93,Amir Coffey,LAC,G-F,24,17,12.5,26.0,11.4,9.1,21,0.857,11,0.364,30,0.333,0.463,0.557,3.3,1.6,6.7,0.6,6.9,0.06,0.12,0.29,4.7,114.8,105.4
94,John Collins,ATL,F-C,24,28,32.4,67.4,19.3,7.5,102,0.784,239,0.615,87,0.402,0.612,0.646,17.1,7.8,13.0,2.1,9.9,0.71,1.25,1.07,8.1,130.0,104.1
95,Mike Conley,UTA,G,34,25,27.8,58.0,19.5,14.4,36,0.833,113,0.531,138,0.457,0.616,0.635,13.6,2.1,4.1,5.4,28.3,1.16,0.28,1.8,7.7,126.8,103.9
96,Pat Connaughton,MIL,G,28,30,28.9,60.3,14.9,7.3,32,0.781,76,0.684,189,0.434,0.66,0.672,12.5,4.7,8.5,1.3,6.4,1.0,0.33,0.73,5.9,129.5,105.4
97,Tyler Cook,CHI,F,24,2,8.4,17.4,15.5,17.0,2,1.0,4,0.5,0,0.0,0.5,0.615,3.0,1.0,6.6,1.5,24.9,0.0,0.0,0.5,7.9,120.7,107.5
98,Sharife Cooper,ATL,G,20,6,2.3,4.8,25.3,25.0,0,0.0,4,0.5,2,0.0,0.333,0.333,0.7,0.0,0.0,0.7,40.5,0.0,0.0,0.33,0.0,0.0,0.0
99,Petr Cornelie,DEN,F,26,9,3.2,6.6,22.1,14.3,0,0.0,6,0.667,6,0.0,0.333,0.333,0.9,1.3,23.5,0.3,15.3,0.0,0.0,0.22,8.8,0.0,0.0
100,DeMarcus Cousins,MIL,C,31,7,12.4,25.7,20.0,19.9,12,0.833,14,0.429,13,0.231,0.389,0.48,4.4,4.0,17.0,1.0,11.0,0.71,0.14,1.14,8.4,95.1,84.5
101,Robert Covington,POR,F,31,29,27.2,56.8,11.8,14.5,3,1.0,49,0.531,132,0.333,0.508,0.513,6.4,4.7,9.4,1.2,5.9,1.21,1.1,1.07,4.9,96.5,105.6
102,Torrey Craig,IND,F,30,27,14.8,30.8,14.5,11.3,22,0.773,55,0.691,53,0.264,0.546,0.574,5.0,3.1,11.6,0.9,8.1,0.41,0.26,0.56,6.5,117.9,102.0
103,Jae Crowder,PHX,F,31,27,28.3,59.0,14.9,9.5,35,0.771,75,0.52,147,0.34,0.514,0.537,9.4,4.8,8.7,1.4,6.6,1.22,0.48,0.93,5.6,104.0,98.4
104,Jarrett Culver,MEM,G-F,22,11,9.2,19.1,19.4,6.4,8,0.5,28,0.643,12,0.25,0.563,0.563,4.5,1.5,9.0,1.3,21.1,0.55,0.09,0.27,9.0,119.6,108.4
105,Cade Cunningham,DET,G,20,21,32.1,66.9,26.8,19.3,46,0.826,167,0.437,152,0.322,0.459,0.488,15.8,6.2,10.5,4.6,25.4,1.48,0.57,3.86,9.6,90.4,104.9
106,Seth Curry,PHI,G,31,26,34.2,71.3,18.7,11.7,59,0.864,160,0.606,137,0.394,0.599,0.63,15.7,2.9,4.7,2.9,13.5,0.81,0.19,1.65,6.0,116.9,109.4
107,Stephen Curry,GSW,G,33,27,34.3,71.5,32.1,12.9,117,0.923,184,0.495,363,0.399,0.564,0.606,26.9,5.5,8.7,6.1,30.4,1.63,0.48,3.3,11.3,115.2,98.9
108,Anthony Davis,LAL,F-C,28,26,36.0,74.9,27.6,9.5,160,0.725,420,0.564,55,0.182,0.531,0.568,23.8,10.2,15.0,3.0,14.1,1.27,2.08,2.19,10.0,113.7,102.9
109,Ed Davis,CLE,C-F,32,10,9.6,20.0,7.6,17.9,4,0.25,12,0.75,0,0.0,0.75,0.69,1.9,3.2,18.2,0.1,1.4,0.2,0.6,0.3,3.5,118.6,90.8
110,Terence Davis,SAC,G,24,20,17.3,36.0,24.9,12.8,20,0.75,74,0.568,95,0.295,0.497,0.515,9.2,3.0,9.1,1.0,8.9,0.8,0.35,1.3,7.0,95.2,99.9
111,Gabriel Deck,OKC,F,26,6,7.5,15.6,13.5,14.3,0,0.0,9,0.556,3,0.333,0.542,0.542,2.2,0.8,5.7,0.5,10.8,0.17,0.0,0.33,5.1,101.4,111.3
112,Dewayne Dedmon,MIA,C,32,29,16.9,35.1,15.3,14.9,38,0.789,111,0.568,15,0.6,0.607,0.641,6.3,6.2,20.9,0.9,7.7,0.45,0.45,0.86,7.8,125.5,92.6
113,Sam Dekker,TOR,F,27,1,0.9,1.9,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,DeMar DeRozan,CHI,G-F,32,24,35.3,73.5,30.3,8.4,179,0.888,396,0.523,60,0.333,0.52,0.592,26.4,5.3,8.2,4.1,20.2,0.92,0.38,2.04,9.4,117.8,104.9
115,Hamidou Diallo,DET,G,23,19,15.7,32.7,18.0,9.6,27,0.741,79,0.595,22,0.273,0.554,0.585,6.9,3.0,10.3,0.8,8.9,0.68,0.47,0.63,6.5,114.9,101.6
116,Gorgui Dieng,ATL,C,31,23,8.4,17.4,15.4,19.1,16,0.688,24,0.5,24,0.375,0.531,0.563,2.7,3.2,20.7,0.7,10.4,0.3,0.3,0.57,8.7,113.6,91.3
117,Spencer Dinwiddie,WAS,G,28,25,29.5,61.4,21.6,11.5,69,0.841,159,0.434,125,0.328,0.46,0.507,12.8,4.9,9.0,5.1,26.1,0.4,0.16,1.64,9.3,107.2,106.1
118,Luka Doncic,DAL,F-G,22,21,35.0,72.9,36.1,16.2,116,0.698,272,0.526,175,0.326,0.511,0.54,25.6,8.0,12.4,8.5,45.7,1.05,0.52,4.57,13.7,104.1,102.0
119,Luguentz Dort,OKC,G,22,25,32.2,67.0,22.7,9.5,86,0.837,156,0.532,187,0.332,0.513,0.557,17.0,3.8,6.0,1.8,9.9,0.84,0.36,1.6,6.1,107.3,106.3
120,Ayo Dosunmu,CHI,G,21,25,17.9,37.2,14.7,13.4,19,0.579,80,0.55,41,0.415,0.574,0.58,6.0,2.1,6.4,1.2,9.2,0.4,0.2,0.8,5.5,108.6,104.4
121,Devon Dotson,CHI,G,22,5,9.6,19.9,15.2,6.1,8,0.625,7,0.571,5,0.2,0.458,0.515,3.2,1.2,6.9,0.8,11.3,0.0,0.0,0.2,6.1,112.4,103.0
122,Sekou Doumbouya,LAL,F,20,2,8.2,17.1,30.8,17.0,4,0.75,6,0.667,2,0.5,0.688,0.717,7.0,3.0,19.3,0.0,0.0,1.5,1.0,1.0,0.0,117.6,93.2
123,Jeff Dowtin,GSW,G,24,3,3.4,7.1,17.0,0.0,0,0.0,4,0.5,0,0.0,0.5,0.5,1.3,0.7,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,P.J. Dozier,DEN,G-F,25,18,18.9,39.4,15.5,11.0,13,0.769,51,0.412,48,0.313,0.439,0.463,5.4,3.5,10.3,1.6,11.7,0.61,0.33,0.72,6.6,99.3,102.7
125,Goran Dragic,TOR,G,35,5,18.0,37.4,18.8,2.5,10,1.0,20,0.45,14,0.286,0.441,0.521,8.0,2.8,8.4,1.8,14.6,1.0,0.2,0.2,7.6,121.7,103.1
126,Andre Drummond,PHI,C,28,28,19.9,41.4,17.3,22.1,55,0.564,140,0.5,1,0.0,0.496,0.518,6.1,9.5,26.4,1.9,14.3,0.96,1.11,1.68,9.6,109.1,93.4
127,Chris Duarte,IND,G,24,28,29.1,60.6,21.3,11.9,39,0.744,185,0.486,147,0.34,0.497,0.514,12.8,4.0,7.6,2.0,10.3,1.0,0.14,1.68,6.4,98.6,106.5
128,David Duke Jr.,BKN,G,22,3,22.7,47.4,16.8,0.0,3,0.667,16,0.438,9,0.111,0.34,0.361,6.3,6.0,14.0,1.3,8.1,1.0,0.67,0.0,6.5,100.1,97.1
129,Kevin Durant,BKN,F,33,26,36.9,77.0,31.6,11.8,187,0.882,404,0.569,128,0.375,0.568,0.626,29.6,7.8,11.2,5.8,28.4,0.65,0.85,3.15,11.9,118.4,104.6
130,Anthony Edwards,MIN,G,20,28,35.9,74.9,27.2,13.8,99,0.788,281,0.498,242,0.36,0.517,0.546,22.1,5.8,8.4,3.6,17.0,1.57,0.71,3.25,8.6,104.1,107.2
131,Kessler Edwards,BKN,F,21,3,18.5,38.5,16.5,14.3,0,0.0,8,0.625,10,0.5,0.694,0.694,8.3,4.3,12.4,0.7,5.5,0.67,0.0,1.0,6.3,122.9,106.6
132,CJ Elleby,POR,F-G,21,14,5.4,11.2,16.8,24.1,0,0.0,10,0.6,12,0.333,0.545,0.545,1.7,1.3,13.0,0.3,7.8,0.0,0.0,0.5,6.5,87.6,100.7
133,Wayne Ellington,LAL,G,34,21,20.4,42.5,12.7,7.1,5,0.8,8,0.375,108,0.398,0.582,0.588,6.6,1.5,3.9,0.7,4.4,0.52,0.1,0.43,3.7,111.9,109.7
134,Joel Embiid,PHI,C-F,27,18,33.1,68.9,32.5,11.0,178,0.798,239,0.456,62,0.371,0.477,0.565,23.8,11.0,18.4,4.2,21.9,1.11,1.33,2.61,12.5,112.8,100.9
135,Drew Eubanks,SAS,F-C,24,26,14.4,30.1,17.4,21.0,47,0.809,95,0.537,5,0.2,0.525,0.592,5.5,4.6,16.8,1.3,12.4,0.38,0.85,1.23,8.9,109.9,100.6
136,Tacko Fall,CLE,C,26,8,3.1,6.4,14.5,12.2,5,0.2,5,0.4,0,0.0,0.4,0.347,0.6,0.6,11.1,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.0
137,Derrick Favors,OKC,F,30,21,16.7,34.7,15.3,4.8,18,0.556,101,0.535,9,0.222,0.518,0.526,5.9,5.1,15.8,0.6,5.7,0.48,0.19,0.29,6.3,113.9,102.3
138,Bruno Fernando,BOS,F-C,23,8,2.2,4.7,14.7,50.0,0,0.0,3,0.667,0,0.0,0.667,0.667,0.5,0.3,6.0,0.1,8.1,0.0,0.13,0.38,4.5,0.0,0.0
139,Dorian Finney-Smith,DAL,F,28,28,32.1,66.9,13.1,10.3,29,0.586,88,0.534,135,0.37,0.547,0.554,9.3,4.8,8.0,1.8,7.8,1.43,0.5,0.96,5.4,113.3,104.2
140,Malik Fitts,UTA,F,20,4,2.6,5.4,4.2,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Malachi Flynn,TOR,G,23,20,8.3,17.2,19.0,8.2,7,0.571,33,0.455,31,0.29,0.445,0.455,3.1,1.2,7.5,0.9,15.0,0.5,0.1,0.3,7.2,101.3,102.1
142,Bryn Forbes,SAS,G,28,26,14.5,30.3,21.8,11.9,27,0.889,79,0.506,79,0.43,0.576,0.606,7.9,1.2,4.3,0.7,7.3,0.38,0.04,0.88,5.2,107.1,110.2
143,Trent Forrest,UTA,G,23,20,7.5,15.5,10.4,31.0,8,0.875,18,0.556,3,0.333,0.548,0.612,1.5,1.1,8.1,0.8,12.7,0.25,0.0,0.55,5.9,107.7,103.5
144,Evan Fournier,NYK,G-F,29,28,28.1,58.6,19.7,10.0,33,0.788,120,0.458,182,0.368,0.515,0.532,12.0,2.7,5.2,1.6,9.1,0.89,0.21,1.25,5.3,103.3,109.7
145,De'Aaron Fox,SAC,G,23,29,34.2,71.3,28.0,12.0,170,0.741,387,0.514,118,0.263,0.486,0.532,21.3,3.7,5.6,5.0,23.8,1.38,0.45,2.72,8.6,106.0,108.5
146,Enes Freedom,BOS,C,29,17,11.2,23.3,17.7,14.3,18,0.833,55,0.473,3,0.333,0.474,0.531,4.1,5.3,25.3,0.2,2.4,0.12,0.53,0.65,5.8,114.2,98.3
147,Daniel Gafford,WAS,F-C,23,26,21.2,44.3,16.3,14.0,47,0.723,152,0.678,0,0.0,0.678,0.695,9.2,6.3,16.2,1.0,7.2,0.5,1.88,1.08,7.3,130.2,98.4
148,Danilo Gallinari,ATL,F,33,25,21.8,45.5,17.4,5.5,46,0.935,91,0.429,95,0.421,0.532,0.584,9.6,4.0,9.7,1.4,8.7,0.52,0.24,0.48,6.9,122.0,108.0
149,Darius Garland,CLE,G,21,28,34.2,71.3,25.7,19.1,69,0.899,234,0.53,190,0.389,0.554,0.585,19.0,3.0,4.8,7.4,35.3,1.29,0.11,3.82,8.8,108.4,103.7
150,Marcus Garrett,MIA,G,23,6,3.5,7.2,6.2,0.0,2,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.5,8.2,0.7,23.7,0.0,0.17,0.0,0.0,0.0,0.0
151,Usman Garuba,HOU,F,19,8,7.8,16.1,12.9,10.6,2,0.5,7,0.571,9,0.222,0.438,0.444,1.9,2.8,19.0,0.9,16.2,0.5,0.5,0.25,8.6,109.9,99.8
152,Luka Garza,DET,C,22,15,9.5,19.8,17.5,12.0,14,0.786,29,0.448,16,0.375,0.489,0.538,3.7,2.1,11.7,0.5,8.0,0.4,0.07,0.47,6.6,110.0,96.4
153,Rudy Gay,UTA,F-G,35,13,19.0,39.6,20.2,10.5,13,0.769,32,0.531,65,0.4,0.577,0.594,9.4,5.0,14.4,0.9,7.0,0.54,0.23,0.92,7.3,115.2,98.9
